0.00125	0.125	0
0.0025	0.124999	0.01
0.00374999	0.124997	0.02
0.00499996	0.124995	0.03
0.00624991	0.124991	0.04
0.00749982	0.124987	0.05
0.00874969	0.124981	0.06
0.0099995	0.124975	0.07
0.0112492	0.124967	0.08
0.0124989	0.124958	0.09
0.0137485	0.124948	0.1
0.014998	0.124937	0.11
0.0162473	0.124924	0.12
0.0174966	0.12491	0.13
0.0187457	0.124894	0.14
0.0199946	0.124877	0.15
0.0212434	0.124858	0.16
0.022492	0.124837	0.17
0.0237403	0.124814	0.18
0.0249885	0.124789	0.19
0.0262364	0.124761	0.2
0.027484	0.124731	0.21
0.0287313	0.124699	0.22
0.0299783	0.124664	0.23
0.0312249	0.124625	0.24
0.0324712	0.124584	0.25
0.033717	0.124539	0.26
0.0349624	0.124491	0.27
0.0362073	0.12444	0.28
0.0374517	0.124384	0.29
0.0386956	0.124324	0.3
0.0399388	0.12426	0.31
0.0411814	0.124191	0.32
0.0424233	0.124118	0.33
0.0436645	0.124039	0.34
0.0449049	0.123955	0.35
0.0461444	0.123866	0.36
0.0473831	0.12377	0.37
0.0486208	0.123669	0.38
0.0498575	0.123561	0.39
0.0510931	0.123447	0.4
0.0523276	0.123326	0.41
0.0535608	0.123197	0.42
0.0547928	0.123061	0.43
0.0560234	0.122917	0.44
0.0572526	0.122765	0.45
0.0584802	0.122604	0.46
0.0597063	0.122435	0.47
0.0609306	0.122256	0.48
0.0621532	0.122068	0.49
0.0633738	0.12187	0.5
0.0645925	0.121661	0.51
0.0658091	0.121442	0.52
0.0670236	0.121212	0.53
0.0682357	0.120971	0.54
0.0694454	0.120718	0.55
0.0706526	0.120453	0.56
0.0718571	0.120175	0.57
0.0730589	0.119885	0.58
0.0742577	0.119581	0.59
0.0754535	0.119264	0.6
0.0766462	0.118932	0.61
0.0778355	0.118586	0.62
0.0790213	0.118224	0.63
0.0802036	0.117848	0.64
0.0813821	0.117455	0.65
0.0825566	0.117046	0.66
0.0837271	0.116621	0.67
0.0848933	0.116178	0.68
0.0860551	0.115718	0.69
0.0872123	0.11524	0.7
0.0883647	0.114743	0.71
0.0895121	0.114227	0.72
0.0906543	0.113691	0.73
0.0917913	0.113136	0.74
0.0929226	0.11256	0.75
0.0940482	0.111964	0.76
0.0951679	0.111346	0.77
0.0962813	0.110706	0.78
0.0973884	0.110044	0.79
0.0984888	0.109359	0.8
0.0995824	0.108651	0.81
0.100669	0.107919	0.82
0.101748	0.107163	0.83
0.10282	0.106382	0.84
0.103884	0.105576	0.85
0.104939	0.104744	0.86
0.105987	0.103886	0.87
0.107026	0.103001	0.88
0.108056	0.102089	0.89
0.109077	0.101149	0.9
0.110088	0.100182	0.91
0.11109	0.0991854	0.92
0.112082	0.09816	0.93
0.113063	0.0971051	0.94
0.114034	0.0960201	0.95
0.114995	0.0949046	0.96
0.115944	0.0937582	0.97
0.116881	0.0925804	0.98
0.117807	0.0913706	0.99
0.118721	0.0901286	1
0.119622	0.0888538	1.01
0.12051	0.0875458	1.02
0.121386	0.0862042	1.03
0.122248	0.0848285	1.04
0.123096	0.0834184	1.05
0.12393	0.0819734	1.06
0.12475	0.0804931	1.07
0.125555	0.0789772	1.08
0.126345	0.0774252	1.09
0.127119	0.0758368	1.1
0.127878	0.0742117	1.11
0.12862	0.0725494	1.12
0.129345	0.0708497	1.13
0.130054	0.0691121	1.14
0.130745	0.0673366	1.15
0.131418	0.0655226	1.16
0.132073	0.0636699	1.17
0.13271	0.0617783	1.18
0.133328	0.0598476	1.19
0.133926	0.0578774	1.2
0.134505	0.0558676	1.21
0.135064	0.0538179	1.22
0.135602	0.0517282	1.23
0.136119	0.0495982	1.24
0.136615	0.047428	1.25
0.137089	0.0452172	1.26
0.137542	0.0429659	1.27
0.137971	0.0406739	1.28
0.138378	0.0383412	1.29
0.138761	0.0359678	1.3
0.139121	0.0335535	1.31
0.139457	0.0310984	1.32
0.139768	0.0286026	1.33
0.140054	0.0260661	1.34
0.140314	0.023489	1.35
0.140549	0.0208714	1.36
0.140758	0.0182134	1.37
0.14094	0.0155152	1.38
0.141095	0.012777	1.39
0.141223	0.00999906	1.4
0.141323	0.00718154	1.41
0.141395	0.00432476	1.42
0.141438	0.00142905	1.43
0.141452	-0.00150525	1.44
0.141437	-0.00447776	1.45
0.141393	-0.00748806	1.46
0.141318	-0.0105357	1.47
0.141212	-0.0136202	1.48
0.141076	-0.0167411	1.49
0.140909	-0.0198977	1.5
0.14071	-0.0230895	1.51
0.140479	-0.0263159	1.52
0.140216	-0.0295762	1.53
0.13992	-0.0328697	1.54
0.139591	-0.0361956	1.55
0.139229	-0.0395531	1.56
0.138834	-0.0429415	1.57
0.138404	-0.0463599	1.58
0.137941	-0.0498073	1.59
0.137443	-0.0532828	1.6
0.13691	-0.0567854	1.61
0.136342	-0.060314	1.62
0.135739	-0.0638677	1.63
0.1351	-0.0674452	1.64
0.134426	-0.0710454	1.65
0.133715	-0.0746671	1.66
0.132969	-0.078309	1.67
0.132185	-0.0819698	1.68
0.131366	-0.0856482	1.69
0.130509	-0.0893427	1.7
0.129616	-0.093052	1.71
0.128685	-0.0967745	1.72
0.127718	-0.100509	1.73
0.126712	-0.104253	1.74
0.12567	-0.108006	1.75
0.12459	-0.111766	1.76
0.123472	-0.11553	1.77
0.122317	-0.119299	1.78
0.121124	-0.123068	1.79
0.119893	-0.126838	1.8
0.118625	-0.130605	1.81
0.117319	-0.134368	1.82
0.115975	-0.138124	1.83
0.114594	-0.141873	1.84
0.113175	-0.145611	1.85
0.111719	-0.149337	1.86
0.110226	-0.153048	1.87
0.108695	-0.156743	1.88
0.107128	-0.160418	1.89
